HITID,CASE,COMPANY,HOW_CONDUCT_WAS_DISCOVERED,Worker,Answer,Date
3PUV2Q8SV440JDP5INJX2BSZRA5BDL,311,RINO INTERNATIONAL,"Rino described the ongoing investigation as follows in its SEC Form 8-K filed on December 2, 2010:""The Company has been notified by the Staff of the Securities and Exchange Commission (the 'SEC') that it is conducting a formal investigation relating to the Company's financial reporting and compliance with the Foreign Corrupt Practices Act for the period January 1, 2008 through the present. The Company is cooperating with the SEC's investigation. It is not possible to predict the outcome of the investigation, including whether or when any proceedings might be initiated, when these matters may be resolved or what if any penalties or other remedies may be imposed.""Rino is a Nevada-incorporated corporation with headquarters in China that has been listed on the NASDAQ Stock Market.  According to press reports, NASDAQ is delisting the company's shares, effective December 8, 2010, for failure to provide adequate information on accounting allegations against it.According to press reports, the trading of Rino shares halted on April 11, 2011.  Rino's outside law firm and forensic accountants - hired to conduct an internal investigation - resigned on March 31, as did the head of the company's audit committee and all remaining independent directors.Through its 100% owned subsidiaries and Variable Interest Entities (""VIEs""), Rino engages in designing, developing, manufacturing, and installation of environmental protection and energy saving industrial equipments in the People's Republic of China.",A21YQXPL0SNNR2,Yes,2015-04-07 23:39:25 UTC
33NOQL7T9OZKKGWU7TOK21L17MU8ZI,312,LAYNE CHRISTENSEN,"Layne Christensen said it was updating its FCPA policy in 2010 when it discovered payments to agents and other third parties ""interacting with government officials in certain countries in Africa.""An internal investigation then found documents and other evidence of ""improper payments"" that may violate the FCPA and other local laws, the company said.Layne Christensen made a voluntary disclosure to the DOJ and SEC and has talked to both about a settlement.",AHP3TKMY58D8Z,Yes,2015-04-07 23:40:05 UTC
351S7I5UG9WFN8EUV9AHW4N6DJGJNW,313,SCANIA,"On 1 November 2010, a Swedish prosecutor revealed that Scania did business with Saddam Hussein's regime through Tunisian and Russian companies, and that kickbacks of at least USD 5 million were paid for contracts worth about USD 70 million.  The prosecutor provided information to the U.S. Department of Justice, as Scania was listed on a U.S. stock exchange prior to 2002, including the relevant period for oil-for-food violations.  According  to press reports, managers at Scania may be charged by prosecutors in connection with alleged bribes paid to the Iraqi regime of Saddam Hussein during the United Nations Oil-for-Food Program in the early 2000s.  During 2010 Scania became the subject of an investigation being carried out by a British public authority, the Office of Fair Trading (OFT), and during 2011 of an investigation being carried out by the European Commission, concerning alleged inappropriate cooperation.",A2HESXT4DAGASU,No,2015-04-07 23:50:15 UTC
34R0BODSP1Z3M3MWD83457ASHQKE5G,314,WEIR,Weir disclosed in 2004 that it had commenced an internal investigation into the matter.  The investigation was likely prompted by the report issued by the U.N. Independent Inquiry Committee.,A2LVGE0TI3E7Q9,Yes,2015-04-07 23:36:57 UTC
3WYZV0QBFJDEHJUM9NK9WIVR7SHXB9,315,FOSHAN MEIJIAO,"According to press reports, the Pemex officials reported the bribe offers to prosecutors, after which the businessmen were arrested.  The defendants reportedly described the attempted payments as ""gifts for the holidays.""",AIQB7XXL5K2FR,Yes,2015-04-07 23:39:12 UTC
39I4RL8QGJHXAU9YP4S0LI1R9AHH4U,316,ALLIANZ,"On 1 December 2005, a whistleblower complaint concerning the special purpose account was submitted to both the Allianz whistleblower hotline and Utama's joint venture partner Jasindo, and then forwarded to the head of AZAP.In March 2009, Allianz's outside auditor received an anonymous complaint alleging that an Allianz executive created or initiated slush funds during his tenure with AZAP.",A2QLSHXNCHBRN4,Yes,2015-04-07 23:39:15 UTC
3ACRLU860NE5BJ35EIUH8TAKRM6BEE,317,BJ SERVICES (ASIA),"BJ Services described the ongoing investigation as follows in its SEC Form 10-Q filed on 9 February 2010:""Investigations Regarding Misappropriation and Possible Illegal Payments ""In October 2004, we received a report from a whistleblower alleging that our Asia Pacific Region Controller had misappropriated Company funds and that illegal payments had been made to government officials in that region. Management and the Audit Committee of the Board of Directors conducted investigations of these allegations, as well as questions that later arose whether illegal payments had been made elsewhere. As a result of the theft investigation, the Region Controller admitted to multiple misappropriations and returned certain amounts to the Company. His employment was terminated in 2004. ""In addition, the Audit Committee's investigation found information indicating a significant likelihood that payments, made by us to an entity in the Asia Pacific Region with which we have a contractual relationship, were then used to make payments to government officials in the region. The information also indicated that certain of our employees in the region believed that the payments by us would be used in that way. The payments, which may have been illegal, aggregated approximately $2.9 million and were made over a period of several years. The investigation also identified certain other payments as to which the legitimacy of the transactions reflected in the underlying documents could not be established or as to which questions about the adequacy of the underlying documents could not be resolved. We have voluntarily disclosed information found in the investigations to the U.S. Department of Justice ('DOJ') and the SEC and have engaged in discussions with these authorities in connection with their review of the matter. We cannot predict whether further investigative efforts may be required or initiated by the authorities. ""In May 2007, the former Region Controller pled guilty to one count of theft in Singapore. In June 2007, we filed a civil lawsuit against him seeking to recover any additional misappropriated funds and seeking an accounting of disbursements that could not be explained following the investigation. In July 2008, we reached a settlement of this litigation with the Region Controller and he made a payment to us. ""The DOJ, the SEC and other authorities have a broad range of civil and criminal sanctions under the U.S. Foreign Corrupt Practices Act ('FCPA') and other laws, which they may seek to impose in appropriate circumstances. Recent civil and criminal settlements with a number of public corporations and individuals have included multi-million dollar fines, disgorgement, injunctive relief, guilty pleas, deferred prosecution agreements and other sanctions, including requirements that corporations retain a monitor to oversee compliance with the FCPA. We cannot predict what, if any, actions may be taken by the DOJ, the SEC or other authorities or the effect the foregoing may have on our consolidated financial statements.""Baker Hughes provided the following in its SEC Form 10-K-A filed on 4 March 2011:""Prior to the merger, BJ Services voluntarily disclosed information found in its internal investigations to the Department of Justice ('DOJ') and SEC and engaged in discussions with these authorities in connection with their review of possible illegal payments. The Company cannot currently predict the outcome of these investigations, when any of these matters will be resolved, or what, if any, actions may be taken by the DOJ, the SEC or other authorities or the effect the actions may have on the business or consolidated financial statements of the Company. If the DOJ or SEC were to take action for failure to comply with the FCPA, it could significantly affect our results of operations.""",A2WGW5Y3ZFBDEC,Yes,2015-04-07 23:40:59 UTC
3ZLW647WALV8D8NC65KAO93J6R332D,318,BIO-RAD,Bio-Rad discovered potential FCPA violations during an internal review of operations and voluntarily disclosed to the SEC and DOJ.,AHP3TKMY58D8Z,Yes,2015-04-07 23:38:47 UTC
3E9ZFLPWOYSO4R8SFXCQI5Z42I0XIH,319,CAMERON INTERNATIONAL CORPORATION,"Cameron described the ongoing investigation as follows in its SEC Form 10-K filed on 28 February 2011:""In July 2007, the Company was one of a number of companies to receive a letter from the Criminal Division of the U.S. Department of Justice (DOJ) requesting information on activities undertaken on their behalf by a customs clearance broker. The DOJ is inquiring into whether certain of the services provided to the Company by the customs clearance broker may have involved violations of the U.S. Foreign Corrupt Practices Act (FCPA). In response, the Company engaged special counsel reporting to the Audit Committee of the Board of Directors to conduct an investigation into its dealings with the customs clearance broker in Nigeria to determine if any payment made by the customs clearance broker in connection with the importation of Company property constituted a violation of the FCPA. Special counsel also reviewed the extent, if any, of the Company‰Ûªs knowledge and involvement in the performance of these services and activities and whether the Company fulfilled its obligations under the FCPA. The U.S. Securities and Exchange Commission (SEC) is also conducting an informal inquiry into the same matters. The investigation by special counsel has been completed and the Company is waiting for the agencies to commence discussions regarding the ultimate disposition of this matter. At this stage, the Company cannot predict what the disposition of this matter will entail.""In the Company's SEC Form 10-Q Quarterly Report filed on 2 November 2011, the Company reported, ""The Company has recently concluded an investigation into possible FCPA violations in connection with importation of equipment and supplies into Nigeria in response to inquiries by the Department of Justice and the Securities and Exchange Commission.""Later, in the Company's SEC Form 10-K, Annual Report for 2011, filed on 28 February 2012, no mention is made of the investigation.",AG0X3PQK2FWQJ,No,2015-04-07 23:45:11 UTC
3YLTXLH3DF6JZNVHNOKOOGCM06CPHS,322,GSI GROUP,"GSI described its internal investigation as follows in its SEC Form 10-K filed on 30 March 2011:""We conducted an internal review of potential issues related to the Foreign Corrupt Practices Act and voluntarily shared information relating to that review with the SEC in the third quarter of 2009. These matters could have a material adverse effect on us. Further, our reputation and our ability to do business may be impaired by improper conduct by any of our employees, agents or business partners.""On or about November 25, 2008, we initiated an independent review of sales transactions in our Semiconductor Systems segment and certain other sales transactions for fiscal years 2006, 2007 and 2008 and in May 2009, we announced that we were expanding the review to include 2004 and 2005. During the course of performing the review, our Audit Committee and its advisors identified certain potential issues related to the Foreign Corrupt Practices Act ('FCPA'), in particular in China, and referred those issues to our management for review. With the assistance of outside legal counsel, we conducted and completed an internal review of those potential issues and voluntarily shared information relating to the internal review with the SEC in the third quarter of 2009. While we have not received any further requests from the SEC relating to the matters raised as a result of this internal FCPA review, we cannot predict whether the SEC will request any further information from us or take any other action.""Following the aforementioned internal review, we updated our FCPA compliance policies and enhanced our FCPA training program. However, we cannot provide assurance that our internal controls will protect us from reckless or criminal acts committed by our employees, agents or business partners that would violate U.S. and/or non-U.S. laws, including the laws governing payments to government officials, competition, money laundering and data privacy. Any such improper actions could subject us to civil or criminal investigations in the U.S. and in other jurisdictions, and could lead to substantial civil or criminal, monetary and non monetary penalties against us or our subsidiaries.""",AIQB7XXL5K2FR,Yes,2015-04-07 23:41:33 UTC
3DFYDSXB2W0SIYY3SAM3AZF0LF8UJY,323,MILLIPORE,"Millipore reported the following in its SEC Form 10-Q filed on 12 August 2009:""Following our decision to consolidate the results of our 40 percent owned Indian Joint-Venture (the 'India JV') in January 2006, we learned as a result of our internal control procedures that certain payment and commission practices at the India JV raise issues of compliance with the U.S. Foreign Corrupt Practices Act. Promptly upon learning of this, our Audit and Finance Committee engaged outside counsel and commenced an investigation. We have implemented certain corrective actions. We notified the Securities and Exchange Commission and the Department of Justice of this matter. The SEC undertook an investigation into the matter. By its letter on May 14, 2009, the Securities and Exchange Commission notified us that its investigation has been completed and it will not pursue any enforcement action on this matter. The operations and financial results of the India JV are not currently, and have not to date been, material to us.""",A1NM7ZPZ3NH412,Yes,2015-04-07 23:41:56 UTC
3UUIU9GZC555BM4T33SZ4TATK075TX,324,STR HOLDINGS,"STR Holdings described the ongoing investigation as follows in its SEC Form 10-K filed on March 19, 2010: ""We operate in a number of countries throughout the world, including countries known to have a reputation for corruption, and are subject to the risk that our employees and agents may take actions that are determined to be in violation of anti‰öÕcorruption laws, including the FCPA. Any violation of the FCPA or other anti‰öÕcorruption laws could result in substantial fines, sanctions, civil and/or criminal penalties and curtailment of operations in certain jurisdictions and might adversely affect our business, results of operations or financial condition. Other requirements can also be imposed on companies that violate the FCPA, including the appointment of a government‰öÕapproved monitor or the implementation of enhanced compliance procedures. In addition, actual or alleged violations could damage our reputation and ability to do business and, if material, could be deemed a breach or event of default under our credit facilities. Further, detecting, investigating, and resolving actual or alleged violations is expensive and can consume significant time and attention of our senior management.In late 2008, in the course of routine monitoring of our internal controls, our internal audit staff discovered certain payments made and expenses for entertainment provided to government officials in India from approximately 2006 to 2008 that may have been in violation of the FCPA as well as Indian law. The payments and entertainment expenses were related to our quality assurance business and totaled approximately $26,000. Upon discovering such payments and expenses and performing an initial review and evaluation with the assistance of an outside forensic accounting firm, our Audit Committee directed outside legal counsel to perform an investigation. Our internal audit staff, outside legal counsel or forensic accounting firm performed investigative procedures in 12 of our foreign locations where major international operations are conducted. In the course of that investigation, we discovered up to approximately $74,000 in additional expenses since 2003 in two other jurisdictions that also may be inconsistent with the requirements of the FCPA. Our internal investigation uncovered no evidence that the payments or expenses were related to (i) falsifying, altering or otherwise influencing the conduct of our quality assurance tests or test results or (ii) securing any government contracts.After completing our internal investigation, we made personnel changes in India and enhanced our FCPA‰öÕrelated policies and procedures, including providing additional ethical and FCPA training to key employees, enhancing our monitoring of expenses and other internal controls and appointing a chief compliance director. It is possible that despite our efforts, additional FCPA issues, or issues under anti‰öÕcorruption laws of other jurisdictions, could arise in the future. Any failure by us to comply with the FCPA or anti‰öÕcorruption laws in the future could have a material adverse effect on our business, financial condition, results of operations and cash flows.In early June 2009, we self‰öÕreported the results of our inquiry to the U.S. Department of Justice, or the DOJ, and the enforcement division of the U.S. Securities and Exchange Commission, or the SEC. To our knowledge, the DOJ and SEC were not aware of this matter prior to our report. Shortly after our report, we provided additional information requested by the DOJ and SEC. Since providing that additional information, and as of the date of this filing, the DOJ has not responded to our report or requested any additional information from us. As of March 18, 2010, the DOJ has not informed us as to whether it intends to pursue this matter further. In addition, in connection with our initial public offering, the SEC advised us that because it does not appear that we were subject to the SEC's jurisdiction during the relevant period, the SEC does not intend to pursue this matter at this time. We cannot predict the outcome resulting from our report to the DOJ. Any criminal prosecution would be costly and time‰öÕconsuming to defend and such defense may not be successful and would have a material adverse effect on our business, result in harm to our reputation and negatively impact our results of operations. In addition, any fines or penalties imposed by the DOJ could be substantial and any requirements imposed upon us by the DOJ could be difficult, time‰öÕconsuming and expensive to implement and comply with and could result in difficulties in conducting business in foreign jurisdictions and maintaining existing and attracting new customer relationships. Any failure to comply with any such requirements could result in further prosecution, fines or penalties. Any adverse determination by the DOJ, if material, could also be deemed to be a breach of covenants and an event of default under our credit facilities, which could result in our being required to immediately repay the principal amount outstanding under such facilities and prevent us from borrowing under our revolving credit facility, and adversely affect our liquidity and financial condition.""STR Holdings provided the following update in its SEC Form 10-K filed on March 11, 2011:""In late 2008, in the course of routine monitoring of our internal control, we discovered payments made and expenses incurred in our international Quality Assurance operations in India and China that may have been in violation of the FCPA as well as local law, which resulted in personnel changes and our adoption of enhanced FCPA-related policies, procedures, training and controls. It is possible that despite these efforts, additional FCPA or anti-corruption issues may arise in the future. We also self-reported the existence of these payments to the U.S. Department of Justice in 2009, which has not taken any action with respect to the reported matters. Any actions by this or any other governmental agencies, or any failure by us to comply with the FCPA or other anti-corruption laws, could have a material adverse effect on our business, financial condition, results of operations or cash flow.""",A2HESXT4DAGASU,No,2015-04-07 23:43:00 UTC
33NKDW9FFXIXROMSNNG47219PDHXCG,325,RONY FUCHS,"On January 12, 2011, it was reported that Rony Fuchs, an Israeli businessman, and his associate, Zeev Frenkiel, were being held by Georgian authorities on charges of allegedly offering a USD 7 million bribe to the Georgian Deputy Finance Minister in exchange for his convincing of the Georgian government not to challenge an international arbitration decision under which Mr. Fuchs was awarded USD 98.1 million - to be paid by Georgia - in connection with a failed investment in Georgia's energy infrastructure in the 1990s.  Mr. Fuchs denied the allegations.  His attorney reportedly stated that, in fact, senior Georgian officials were attempting to convince him to kickback a portion of his award to them following disbursement of the award.",AIQB7XXL5K2FR,No,2015-04-07 23:39:37 UTC
3TZDZ3Y0JS6N3PUW4AL6A3W0EDZ91J,326,MURPHY SHIPPING,"On 13 January 2011, Nigeria's Economic and Financial Crimes Commission (EFCC) detained twelve oil-industry employees, including several Murphy Shipping employees.  Nigeria‰Ûªs anti-corruption agency said in a statement it arrested 12 executives from multinational oil-servicing firms over an alleged $100 million bribery scheme, the Wall Street Journal reported. The individuals were later released.Those arrested included executives from Noble Inc., Tidewater Inc., Murphy Shipping and Transocean Ltd., the EFCC said in a statement. The arrests are connected to the EFCC's domestic bribery investigation deriving from the foreign bribery settlements reached by Panalpina and several oilfield services companies with the U.S. Securities and Exchange Commission (‰ÛÏSEC‰Ûù) and U.S. Department of Justice (‰ÛÏDOJ‰Ûù) in November 2010.",A1NM7ZPZ3NH412,I don't know,2015-04-07 23:43:32 UTC
3K3IX1W4S6R4P0N3HIAW7UPINBNPAI,327,AGEF,The investigation in Germany was initiated following media reports uncovering irregular accounting methods and suspected activities in the Afghan branch of AGEF.,AHP3TKMY58D8Z,No,2015-04-07 23:45:09 UTC
3ATYLI1PRT2X5TE6WOAUBTNB3TLJOB,329,SOVEREIGN WEALTH FUND INVESTIGATION,"According to press reports, in January 2011 the Boston office of the U.S. Securities and Exchange Commission (""SEC"") sent letters to around a dozen financial services firms and financial institutions requesting information related their dealings with state-owned investment funds.  The investigation reportedly concerns whether financial firms - banks, hedge funds and private-equity firms - made improper payments through placement agents to secure investments from sovereign wealth funds. According to press reports in June 2011, the SEC is examining financial firms' involvement with the Libyan Investment Authority (Libya's sovereign wealth fund), among other countries. On 9 August 2011, Goldman Sachs confirmed in a securities filing that the company was under investigation, stating: ""Sales, Trading and Clearance Practices. Group Inc. and certain of its affiliates are subject to a number of investigations and reviews, certain of which are industry-wide, by various governmental and regulatory bodies and self-regulatory organizations relating to the sales, trading and clearance of corporate and government securities and other financial products, including compliance with the SEC's short sale rule, algorithmic and quantitative trading, futures trading, securities lending practices, trading and clearance of credit derivative instruments, commodities trading, private placement practices, compliance with the U.S. Foreign Corrupt Practices Act and the effectiveness of insider trading controls and internal information barriers.""",A2LVGE0TI3E7Q9,No,2015-04-07 23:37:12 UTC
3WA2XVDZEMHZ57MAIRD9XDOSDLVE6W,330,TYSON FOODS,"Tyson Foods described the ongoing investigation as follows in its SEC Form 10-Q filed on February 4, 2011:""In November 2006, the Audit Committee of our Board of Directors engaged outside counsel to conduct a review of certain payments that had been made by one of our subsidiaries in Mexico, including payments to individuals employed by Mexican governmental bodies. The payments, the amount of which we believe are immaterial, were discontinued in November 2006. We voluntarily informed the Securities and Exchange Commission and the U.S. Department of Justice of our review and preliminary findings. As part of our commitment to full cooperation with the government's review of this matter, we have held meetings with the relevant governmental authorities, which we believe have resulted in significant progress towards resolution of this matter. We do not expect this resolution to have a material impact on our consolidated financial statements.""",AAXYYH9MI3PJM,No,2015-04-07 23:36:41 UTC
3FCO4VKOZ4DI970F11I13ROO8WFE7V,331,3M,"3M's 10-K Forms from 2011, 2012, and 2013 mention that the Company initiated its internal investigation ""as a result of reports it received about its subsidiary in Turkey."" The source of the reports is not given.",AG0X3PQK2FWQJ,Yes,2015-04-07 23:47:11 UTC
382GHPVPHSRIGM2ZAJ3YHO0HQ5Z349,332,KONINKLIJKE PHILIPS ELECTRONICS N.V.,"According to the Associated Press report of 17 May 2011, one of the individuals involved in the bribery and fraud schemes, Marian Kulig, allegedly informed authorities in Poland of the corrupt payments. According to the SEC, Philips learned of the allegations ""in August 2007, when Polish officials conducted searches of three of Philips' offices in Poland and arrested two Philips Poland employees."" As a result of the arrests and searches, Philips initiated an internal investigation. In 2009, Polish authorities issued indictments for 23 individuals (which included Philips Polska employees and public hospital directors), which prompted another internal investigation by Philips. In 2010, Philips reported its findings to the SEC and U.S. Department of Justice (""DOJ"").",A18TCR555RWUZV,Yes,2015-04-07 23:45:10 UTC
3W3RSPVVGSRYDOM3VVYGQESSP4DUL0,333,AFTAB NOOR AL-HASSAN,"After the fall of the Saddam Hussein regime in Iraq, the United Nations set up a committee to investigate sanctions breaches. In the committee's findings published in October 2005, Al-Hassan was identified as one of the individuals involved in breaking sanctions.",A18TCR555RWUZV,No,2015-04-07 23:40:58 UTC
3FJ2RVH25Z6USACSNELKFM656JD920,334,RIAD EL-TAHER,"After the fall of the Saddam Hussein regime in Iraq, the United Nations set up a committee to investigate sanctions breaches. In the committee's findings published in October 2005, El-Taher was identified as one of the individuals involved in breaking sanctions.",A2WQ3ZGXUF5FHO,No,2015-04-08 00:02:41 UTC
367O8HRHKG8M03NE0Y4ZPW8TILYS4Q,335,KRAFT,"Kraft described the ongoing investigation as follows in its SEC Form 10-K filed on 28 February 2011: ""A compliant and ethical corporate culture, which includes adhering to laws and industry regulations in the United States and abroad, is integral to our success. To this end, after we acquired Cadbury in February 2010 we began reviewing and adjusting, as needed, Cadbury's operations in light of U.S. and international standards as well as Kraft Foods' policies and practices. We initially focused on such high priority areas as food safety, the Foreign Corrupt Practices Act (""FCPA"") and antitrust. Based upon Cadbury's pre-acquisition policies and compliance programs and our post-acquisition reviews, our preliminary findings indicated that Cadbury's overall state of compliance was sound. Nonetheless, through our reviews, we determined that in certain jurisdictions, including India, there appeared to be facts and circumstances warranting further investigation. We have undertaken these investigations, which are ongoing.""On February 1, 2011, we received a subpoena from the SEC. The subpoena, issued in connection with an investigation under the FCPA, primarily relates to a Cadbury facility in India that we acquired in the Cadbury acquisition and primarily requests information regarding dealings with Indian governmental agencies and officials to obtain approvals related to the operation of that facility. We are cooperating with the U.S. government in its investigation of these matters.""As of February 2013, the investigation is ongoing.",AHP3TKMY58D8Z,Yes,2015-04-07 23:46:22 UTC
3KA7IJSNW6598ASVNWAS259O5T8PBD,337,DIALOGIC / VERAZ NETWORKS,"In June 2010, a California-based VOiP company called Veraz Networks, Inc. paid $300,000 to settle SEC charges that it violated the FCPA's books and records and internal controls provisions by making illegal payments to foreign officials in China and Vietnam.Veraz conducted a two-year internal investigation prior to its SEC settlement, and spent more than $2.5 million to investigate and handle the FCPA compliance issues.A few months after its SEC settlement, Veraz was acquired by another public company called Dialogic Inc., which announced that it was under investigation by the SEC in 2011.Dialogic described the ongoing investigation as follows in its SEC Form 10-K filed on 31 March 2011:""On March 28, 2011, we received a letter from the SEC informing us that the SEC was conducting an informal inquiry, or SEC Inquiry, and requesting that we preserve certain categories of records in connection with the SEC Inquiry. In a follow up discussion with the SEC on March 30, 2011, the SEC informed us that the inquiry related to allegations of improper revenue recognition and potential FCPA violations of the former Veraz Networks Inc. business during periods prior to completion of our business combination with Dialogic Corporation.""To this statement, the Company added in its SEC Form 10-K filed on 16 April 2012, ""Our Board of Directors, or the Board, appointed a committee to review these issues, with the aid of counsel, and to make recommendations to the Board as to what, if any, remedial actions would be appropriate. The committee engaged Sheppard Mullin Richter & Hampton LLP, or Sheppard Mullin, as outside counsel to the committee, The Board has taken the remedial actions recommended by Sheppard Mullin and the committee and we have updated and improved our compliance procedures. In addition, the Company produced documents to the Department of Justice, or DOJ, relating to the SEC Informal Inquiry. With our counsel, we continue to fully cooperate with the SEC and DOJ, in connection with the SEC Informal Inquiry. We have incurred and may continue to incur significant costs related to the SEC Informal Inquiry, which will have a material adverse effect on our financial condition and results of operations. Further, the SEC Informal Inquiry has caused and may continue to cause a diversion of management's time and attention which could also have a material adverse effect on our financial condition and results of operations.  ""The SEC Informal Inquiry may turn into a formal investigation and result in charges filed against us and in fines or penalties."" Prior to its merger with Dialogic in 2010, Veraz Networks settled its books and records case with the SEC, agreeing to pay USD 300,000 but not without admitting guilt to the allegations that Veraz representatives bribed officials in China and Vietnam to win business there.  The settlement dates to June 2010.As of 27 March 2013, Dialogic continues to be under investigation, and is undergoing a simultaneous internal investigation.  The company's SEC filings have thus far each contained disclosures that it has incurred ""significant costs"" associated with the investigations.",A2CGAOF4G65D67,No,2015-04-07 23:47:57 UTC
3EFNPKWBMSO1HYKYRIGW5LA49TK03R,338,COMVERSE,It appears that the conduct ultimately was discovered as a result of an internal security investigation at Comverse Ltd.  Please see the attached SEC Complaint for more details.,A2WGW5Y3ZFBDEC,Yes,2015-04-07 23:40:46 UTC
37VE3DA4YUHHVTU74J2NTW7XJ2YBHU,339,HERCULES,"The company first announced an SEC and DOJ  investigation in April 2011.  Without revealing details of potentially corrupt practices or the locations where they took place, the Company revealed in July 2012 that the DOJ had closed its investigation and declined to prosecute, although the SEC investigation was ongoing.  Details follow:Hercules described the ongoing investigation as follows in its SEC Form 8-K filed on 7 April 2011:""On April 4, 2011, Hercules Offshore, Inc. (the 'Company') received a subpoena issued by the Securities and Exchange Commission ('SEC') requesting the delivery of certain documents to the SEC in connection with its investigation into possible violations of the securities laws, including possible violations of the Foreign Corrupt Practices Act ('FCPA') in certain international jurisdictions where we conduct operations. The Company was also notified by the Department of Justice ('DOJ') on April 5, 2011, that certain of the Company's activities are under review by the DOJ.""At this time, it is not possible to predict the outcome of the investigations, the expenses we will incur associated with these matters, or the impact on the price of our common stock or other securities if the SEC or DOJ takes any actions regarding these investigations. The Company intends to respond fully to the SEC subpoena and cooperate with the SEC and DOJ in their investigations.""",A1NM7ZPZ3NH412,Yes,2015-04-07 23:40:48 UTC
375VSR8FVW9Q2LBQ62UKTIG6XEHRZC,340,MARK JESSOP,The UK Serious Fraud Office (SFO) commenced an investigation in 2007 into UK entities and businessmen that may have violated sanctions regulations in connection with their activities in Iraq during the UN Oil for Food program.  A special UN Independent Inquiry Committee had published a report in October 2005 detailing the widespread manipulation of the program.,A18TCR555RWUZV,No,2015-04-07 23:37:20 UTC
3CKVGCS3PG551F5DHXHXDTIG19HS09,341,BLACKFIRE EXPLORATION,"Canadian NGOs, including MiningWatch Canada, began investigating Blackfire's operations in Chicomueselo following the death of an anti-mining activist in November 2009.  On 10 March 2010, the NGOs filed a formal memo with the RCMP requesting a formal investigation into Blackfire's alleged violations of the Corruption of Foreign Public Officials Act (CFPOA).",AIQB7XXL5K2FR,No,2015-04-07 23:42:21 UTC
337F8MIIMZDMZU32RWLFFQ2ANTG04C,342,COBALT,Cobalt voluntarily disclosed to the DOJ following an informal investigation by the SEC.,A27PBC5O3Z5ZED,No,2015-04-07 23:41:51 UTC
3HYV4299H0WM9L5YB6A7HRKJJGLE8I,343,MISC. KOREAN FOREIGN BRIBERY ACTIONS,"According to the OECD Working Group's ""Phase 2"" follow-up report on Korea's implementation of the OECD Anti-Bribery Convention, published in March 2007, the Korean government disclosed that it had concluded nine enforcement actions under the Foreign Bribery Prevention Act.  These actions were brought against the above-referenced individuals and companies but no further details about the conduct at issue or the foreign officials involved were provided.",A2WGW5Y3ZFBDEC,I don't know,2015-04-08 00:21:40 UTC
3RZS0FBRWKASIFK11W6NDPF6NE8PCK,344,ACTAVIS,"According to press reports, Actavis, an Icelandic generic pharmaceutical company, was fined CZK 750,000 (EUR 30,000) in August 2009 by the Czech State Institute for Drug Control (SUKL) for having covered the costs of a holiday on the Egyptian coast for a group of Czech doctors in exchange for the prescription of its medicines.  It appears that technically Actavis was penalized for violating the law on advertising, rather than for bribery.",A27PBC5O3Z5ZED,No,2015-04-07 23:37:33 UTC
3TTPFEFXCTKBPHDC8SLFIGL551NH6F,345,YARA,"The company discovered the bribes in 2011 and reported them to Norwegian authorities, consistent with its zero tolerance for graft, it said Wednesday.",A2QLSHXNCHBRN4,Yes,2015-04-07 23:40:37 UTC
3GKAWYFRAPT2N7QF1S1YXVXO8EKPDK,346,BAXTER,Baxter said it received internal complaints in July 2012 and conducted an investigation.,AHP3TKMY58D8Z,Yes,2015-04-07 23:37:14 UTC
3SSN80MU8COFAMYGF0X2VLEHUMPXKS,347,EADS,"The SFO investigation was reportedly prompted by a former employee of GPT, Lieutenant Colonel Ian Foxley, who reported the alleged misconduct to the SFO.  Foxley claims that he was terminated in retaliation for raising concerns about possible bribery in connection with the contract and has sued GPT for improper dismissal.",A2QLSHXNCHBRN4,No,2015-04-07 23:39:48 UTC
39KV3A5D187JJQ5X2W26S8S39NOS7A,348,VITOL,"The DOJ summarized the case as follows on page 62 of its report titled ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions"", submitted to the OECD Working Group on Bribery on May 28, 2010: ""In 2007, the Manhattan (NY) District Attorney's Office charged Vitol, S.A. (Vitol), a Swiss oil trading firm, with Grand Larceny in the First Degree for its involvement in a scheme to pay kickbacks to Iraq in connection with oil purchases made under the United Nations Oil-for-Food Program (OFFP). According to court documents, while the OFFP was in effect, Vitol purchased Iraqi crude oil first as direct purchaser and later from third-parties. In June 2001, after an OPEC meeting, an agent of VITOL was told by Iraqi officials that surcharges had to be paid in order for Iraqi crude oil to be lifted. Over the next year, VITOL paid or caused surcharges to be paid on certain oil purchases in two ways. In direct purchases, VITOL had an associated entity called Vitol Bahrain send the surcharge monies to accounts controlled by the Iraqi regime. In indirect purchases, VITOL financed the purchase of oil through third-parties who then paid the surcharge to the Iraqi regime. VITOL did not inform the UN about the surcharge payments. During the period from June 2001 through September 2002, approximately $13,000,000 in surcharge monies were paid directly to the Iraqi regime in connection with crude oil purchased directly or indirectly by VITOL.""",A2QLSHXNCHBRN4,No,2015-04-07 23:42:33 UTC
